gene,TBI_mean,Sham_mean,log2FC
Gm28307,0.0,0.0,0.0
Gm28319,0.0,0.0,0.0
Gm28320,0.0,0.0,0.0
Gm28321,0.0,0.0,0.0
Gm28322,0.0,0.0,0.0
Gm28323,0.0,0.0,0.0
Gm28340,0.0,0.0,0.0
Gm28342,0.0,0.0,0.0
Gm28347,0.0,0.0,0.0
Gm28364,0.0,0.0,0.0
Gm28370,0.0,0.0,0.0
Gm28372,0.0,0.0,0.0
Gm28373,0.0,0.0,0.0
Gm28375,0.0,0.0,0.0
Gm28376,0.0,0.0,0.0
Gm28379,0.0,0.0,0.0
Gm28380,0.0,0.0,0.0
Gm28382,0.0,0.0,0.0
Gm28386,0.0,0.0,0.0
Gm28387,0.0,0.0,0.0
Gm28402,0.0,0.0,0.0
Gm28403,0.0,0.0,0.0
Gm28404,0.0,0.0,0.0
Gm28410,0.0,0.0,0.0
Gm28411,0.0,0.0,0.0
Gm28417,0.0,0.0,0.0
Gm28424,0.0,0.0,0.0
Gm28430,0.0,0.0,0.0
Gm28441,0.0,0.0,0.0
Gm28447,0.0,0.0,0.0
Gm28448,0.0,0.0,0.0
Gm28449,0.0,0.0,0.0
Gm28492,0.0,0.0,0.0
Gm28493,0.0,0.0,0.0
Gm28494,0.0,0.0,0.0
Gm28496,0.0,0.0,0.0
Gm28497,0.0,0.0,0.0
Gm28498,0.0,0.0,0.0
Gm28499,0.0,0.0,0.0
Gm28501,0.0,0.0,0.0
Gm28505,0.0,0.0,0.0
Gm28512,0.0,0.0,0.0
Gm28513,0.0,0.0,0.0
Gm28514,0.0,0.0,0.0
Gm28523,0.0,0.0,0.0
Gm28524,0.0,0.0,0.0
Gm28528,0.0,0.0,0.0
Gm28529,0.0,0.0,0.0
Gm28535,0.0,0.0,0.0
Gm28536,0.0,0.0,0.0
Gm28543,0.0,0.0,0.0
Gm28551,0.0,0.0,0.0
Gm28556,0.0,0.0,0.0
Gm28557,0.0,0.0,0.0
Gm28563,0.0,0.0,0.0
Gm28578,0.0,0.0,0.0
Gm28582,0.0,0.0,0.0
Gm28586,0.0,0.0,0.0
Gm28587,0.0,0.0,0.0
Gm28590,0.0,0.0,0.0
Gm28592,0.0,0.0,0.0
Gm28609,0.0,0.0,0.0
Gm28610,0.0,0.0,0.0
Gm28626,0.0,0.0,0.0
Gm28634,0.0,0.0,0.0
Gm28638,0.0,0.0,0.0
Gm28639,0.0,0.0,0.0
Gm28641,0.0,0.0,0.0
Gm28643,0.0,0.0,0.0
Gm28652,0.0,0.0,0.0
Gm28653,0.0,0.0,0.0
Gm28672,0.0,0.0,0.0
Gm28675,0.0,0.0,0.0
Gm28694,0.0,0.0,0.0
Gm28703,0.0,0.0,0.0
Gm28707,0.0,0.0,0.0
Gm28710,0.0,0.0,0.0
Gm28719,0.0,0.0,0.0
Gm28720,0.0,0.0,0.0
Gm28721,0.0,0.0,0.0
Gm28722,0.0,0.0,0.0
Gm28723,0.0,0.0,0.0
Gm28727,0.0,0.0,0.0
Gm28729,0.0,0.0,0.0
Gm28730,0.0,0.0,0.0
Gm28731,0.0,0.0,0.0
Gm28748,0.0,0.0,0.0
Gm28750,0.0,0.0,0.0
Gm28777,0.0,0.0,0.0
Gm28778,0.0,0.0,0.0
Gm28782,0.0,0.0,0.0
Gm28783,0.0,0.0,0.0
Gm28784,0.0,0.0,0.0
Gm28791,0.0,0.0,0.0
Gm28792,0.0,0.0,0.0
Gm28793,0.0,0.0,0.0
Gm28800,0.0,0.0,0.0
Gm28807,0.0,0.0,0.0
Gm28809,0.0,0.0,0.0
Gm28818,0.0,0.0,0.0
Gm28821,0.0,0.0,0.0
Gm28826,0.0,0.0,0.0
Gm28836,0.0,0.0,0.0
Gm28856,0.0,0.0,0.0
Gm28857,0.0,0.0,0.0
Gm28867,0.0,0.0,0.0
Gm28869,0.0,0.0,0.0
Gm28873,0.0,0.0,0.0
Gm28874,0.0,0.0,0.0
Gm28875,0.0,0.0,0.0
Gm28876,0.0,0.0,0.0
Gm28884,0.0,0.0,0.0
Gm28892,0.0,0.0,0.0
Gm28893,0.0,0.0,0.0
Gm28901,0.0,0.0,0.0
Gm28902,0.0,0.0,0.0
Gm28904,0.0,0.0,0.0
Gm28905,0.0,0.0,0.0
Gm28913,0.0,0.0,0.0
Gm28914,0.0,0.0,0.0
Gm28919,0.0,0.0,0.0
Gm28928,0.0,0.0,0.0
Gm28932,0.0,0.0,0.0
Gm28933,0.0,0.0,0.0
Gm28940,0.0,0.0,0.0
Gm28941,0.0,0.0,0.0
Gm28942,0.0,0.0,0.0
Gm28955,0.0,0.0,0.0
Gm28959,0.0,0.0,0.0
Gm28960,0.0,0.0,0.0
Gm28979,0.0,0.0,0.0
Gm28981,0.0,0.0,0.0
Gm28982,0.0,0.0,0.0
Gm28988,0.0,0.0,0.0
Gm28989,0.0,0.0,0.0
Gm28991,0.0,0.0,0.0
Gm29004,0.0,0.0,0.0
Gm29006,0.0,0.0,0.0
Gm29012,0.0,0.0,0.0
Gm29015,0.0,0.0,0.0
Gm29016,0.0,0.0,0.0
Gm29017,0.0,0.0,0.0
Gm29018,0.0,0.0,0.0
Gm29019,0.0,0.0,0.0
Gm29050,0.0,0.0,0.0
Gm29053,0.0,0.0,0.0
Gm29054,0.0,0.0,0.0
Gm29055,0.0,0.0,0.0
Gm29064,0.0,0.0,0.0
Gm29065,0.0,0.0,0.0
Gm29066,0.0,0.0,0.0
Gm29069,0.0,0.0,0.0
Gm29083,0.0,0.0,0.0
Gm29084,0.0,0.0,0.0
Gm29088,0.0,0.0,0.0
Gm29093,0.0,0.0,0.0
Gm29095,0.0,0.0,0.0
Gm29096,0.0,0.0,0.0
Gm29099,0.0,0.0,0.0
Gm29100,0.0,0.0,0.0
Gm29101,0.0,0.0,0.0
Gm29106,0.0,0.0,0.0
Gm29107,0.0,0.0,0.0
Gm29112,0.0,0.0,0.0
Gm29113,0.0,0.0,0.0
Gm29114,0.0,0.0,0.0
Gm29123,0.0,0.0,0.0
Gm29125,0.0,0.0,0.0
Gm29128,0.0,0.0,0.0
Gm29129,0.0,0.0,0.0
Gm29133,0.0,0.0,0.0
Gm29135,0.0,0.0,0.0
Gm29137,0.0,0.0,0.0
Gm29151,0.0,0.0,0.0
Gm29152,0.0,0.0,0.0
Gm29154,0.0,0.0,0.0
Gm29155,0.0,0.0,0.0
Gm29156,0.0,0.0,0.0
Gm29157,0.0,0.0,0.0
Gm29163,0.0,0.0,0.0
Gm29170,0.0,0.0,0.0
Gm29172,0.0,0.0,0.0
Gm29174,0.0,0.0,0.0
Gm29176,0.0,0.0,0.0
Gm29177,0.0,0.0,0.0
Gm29183,0.0,0.0,0.0
Gm29186,0.0,0.0,0.0
Gm29187,0.0,0.0,0.0
Gm29188,0.0,0.0,0.0
Gm29200,0.0,0.0,0.0
Gm29208,0.0,0.0,0.0
Gm29229,0.0,0.0,0.0
Gm29230,0.0,0.0,0.0
Gm29233,0.0,0.0,0.0
Gm29234,0.0,0.0,0.0
Gm29237,0.0,0.0,0.0
Gm29243,0.0,0.0,0.0
Gm29245,0.0,0.0,0.0
Gm29246,0.0,0.0,0.0
Gm29253,0.0,0.0,0.0
Gm29254,0.0,0.0,0.0
Gm29260,0.0,0.0,0.0
Gm29261,0.0,0.0,0.0
Gm29264,0.0,0.0,0.0
Gm29266,0.0,0.0,0.0
Gm29282,0.0,0.0,0.0
Gm29290,0.0,0.0,0.0
Gm29291,0.0,0.0,0.0
Gm29292,0.0,0.0,0.0
Gm29295,0.0,0.0,0.0
Gm29296,0.0,0.0,0.0
Gm29318,0.0,0.0,0.0
Gm29322,0.0,0.0,0.0
Gm29325,0.0,0.0,0.0
Gm29326,0.0,0.0,0.0
Gm29328,0.0,0.0,0.0
Gm29331,0.0,0.0,0.0
Gm29336,0.0,0.0,0.0
Gm29340,0.0,0.0,0.0
Gm29346,0.0,0.0,0.0
Gm29347,0.0,0.0,0.0
Gm29358,0.0,0.0,0.0
Gm29361,0.0,0.0,0.0
Gm29364,0.0,0.0,0.0
Gm29367,0.0,0.0,0.0
Gm29371,0.0,0.0,0.0
Gm29375,0.0,0.0,0.0
Gm29386,0.0,0.0,0.0
Gm29388,0.0,0.0,0.0
Gm29394,0.0,0.0,0.0
Gm29395,0.0,0.0,0.0
Gm29398,0.0,0.0,0.0
Gm29414,0.0,0.0,0.0
Gm29415,0.0,0.0,0.0
Gm29417,0.0,0.0,0.0
Gm29418,0.0,0.0,0.0
Gm29427,0.0,0.0,0.0
Gm29430,0.0,0.0,0.0
Gm29431,0.0,0.0,0.0
Gm29434,0.0,0.0,0.0
Gm29438,0.0,0.0,0.0
Gm29440,0.0,0.0,0.0
Gm29442,0.0,0.0,0.0
Gm29443,0.0,0.0,0.0
Gm29453,0.0,0.0,0.0
Gm29455,0.0,0.0,0.0
Gm29458,0.0,0.0,0.0
Gm29459,0.0,0.0,0.0
Gm29461,0.0,0.0,0.0
Gm29464,0.0,0.0,0.0
Gm29477,0.0,0.0,0.0
Gm29478,0.0,0.0,0.0
Gm29480,0.0,0.0,0.0
Gm29481,0.0,0.0,0.0
Gm29482,0.0,0.0,0.0
Gm29483,0.0,0.0,0.0
Gm29488,0.0,0.0,0.0
Gm29491,0.0,0.0,0.0
Gm29500,0.0,0.0,0.0
Gm29502,0.0,0.0,0.0
Gm29506,0.0,0.0,0.0
Gm29507,0.0,0.0,0.0
Gm29508,0.0,0.0,0.0
Gm29509,0.0,0.0,0.0
Gm29514,0.0,0.0,0.0
Gm29515,0.0,0.0,0.0
Gm29520,0.0,0.0,0.0
Gm29521,0.0,0.0,0.0
Gm29529,0.0,0.0,0.0
Gm29530,0.0,0.0,0.0
Gm29536,0.0,0.0,0.0
Gm29538,0.0,0.0,0.0
Gm29539,0.0,0.0,0.0
Gm29540,0.0,0.0,0.0
Gm29541,0.0,0.0,0.0
Gm29542,0.0,0.0,0.0
Gm29543,0.0,0.0,0.0
Gm29560,0.0,0.0,0.0
Gm29561,0.0,0.0,0.0
Gm29562,0.0,0.0,0.0
Gm29570,0.0,0.0,0.0
Gm29571,0.0,0.0,0.0
Gm29585,0.0,0.0,0.0
Gm29587,0.0,0.0,0.0
Gm29590,0.0,0.0,0.0
Gm29593,0.0,0.0,0.0
Gm29594,0.0,0.0,0.0
Gm29595,0.0,0.0,0.0
Gm29601,0.0,0.0,0.0
Gm29609,0.0,0.0,0.0
Gm29611,0.0,0.0,0.0
Gm29626,0.0,0.0,0.0
Gm29629,0.0,0.0,0.0
Gm29630,0.0,0.0,0.0
Gm29636,0.0,0.0,0.0
Gm29638,0.0,0.0,0.0
Gm29642,0.0,0.0,0.0
Gm29650,0.0,0.0,0.0
Gm29664,0.0,0.0,0.0
Gm29666,0.0,0.0,0.0
Gm29670,0.0,0.0,0.0
Gm29678,0.0,0.0,0.0
Gm29771,0.0,0.0,0.0
Gm29856,0.0,0.0,0.0
Gm29866,0.0,0.0,0.0
Gm29994,0.0,0.0,0.0
Gm29999,0.0,0.0,0.0
Gm30074,0.0,0.0,0.0
Gm30097,0.0,0.0,0.0
Gm3015,0.0,0.0,0.0
Gm30173,0.0,0.0,0.0
Gm30238,0.0,0.0,0.0
Gm30292,0.0,0.0,0.0
Gm30340,0.0,0.0,0.0
Gm30414,0.0,0.0,0.0
Gm30667,0.0,0.0,0.0
Gm30725,0.0,0.0,0.0
Gm3081,0.0,0.0,0.0
Gm30948,0.0,0.0,0.0
Gm31258,0.0,0.0,0.0
Gm31266,0.0,0.0,0.0
Gm31373,0.0,0.0,0.0
Gm31406,0.0,0.0,0.0
Gm31728,0.0,0.0,0.0
Gm31748,0.0,0.0,0.0
Gm31925,0.0,0.0,0.0
Gm32200,0.0,0.0,0.0
Gm32250,0.0,0.0,0.0
Gm32391,0.0,0.0,0.0
Gm32444,0.0,0.0,0.0
Gm32496,0.0,0.0,0.0
Gm32569,0.0,0.0,0.0
Gm32950,0.0,0.0,0.0
Gm32999,0.0,0.0,0.0
Gm33051,0.0,0.0,0.0
Gm33142,0.0,0.0,0.0
Gm33206,0.0,0.0,0.0
Gm33222,0.0,0.0,0.0
Gm33280,0.0,0.0,0.0
Gm3331,0.0,0.0,0.0
Gm33320,0.0,0.0,0.0
Gm33354,0.0,0.0,0.0
Gm33366,0.0,0.0,0.0
Gm33533,0.0,0.0,0.0
Gm3373,0.0,0.0,0.0
Gm33819,0.0,0.0,0.0
Gm33973,0.0,0.0,0.0
Gm33989,0.0,0.0,0.0
Gm33994,0.0,0.0,0.0
Gm34073,0.0,0.0,0.0
Gm34106,0.0,0.0,0.0
Gm3424,0.0,0.0,0.0
Gm34240,0.0,0.0,0.0
Gm34267,0.0,0.0,0.0
Gm3428,0.0,0.0,0.0
Gm34294,0.0,0.0,0.0
Gm34302,0.0,0.0,0.0
Gm34342,0.0,0.0,0.0
Gm3476,0.0,0.0,0.0
Gm34780,0.0,0.0,0.0
Gm34816,0.0,0.0,0.0
Gm34882,0.0,0.0,0.0
Gm35025,0.0,0.0,0.0
Gm35048,0.0,0.0,0.0
Gm35299,0.0,0.0,0.0
Gm35584,0.0,0.0,0.0
Gm3573,0.0,0.0,0.0
Gm36388,0.0,0.0,0.0
Gm36401,0.0,0.0,0.0
Gm36527,0.0,0.0,0.0
Gm36536,0.0,0.0,0.0
Gm36569,0.0,0.0,0.0
Gm36888,0.0,0.0,0.0
Gm36927,0.0,0.0,0.0
Gm36930,0.0,0.0,0.0
Gm36931,0.0,0.0,0.0
Gm36932,0.0,0.0,0.0
Gm36933,0.0,0.0,0.0
Gm36935,0.0,0.0,0.0
Gm36936,0.0,0.0,0.0
Gm36937,0.0,0.0,0.0
Gm36938,0.0,0.0,0.0
Gm36939,0.0,0.0,0.0
Gm36940,0.0,0.0,0.0
Gm36943,0.0,0.0,0.0
Gm36944,0.0,0.0,0.0
Gm36947,0.0,0.0,0.0
Gm36948,0.0,0.0,0.0
Gm36949,0.0,0.0,0.0
Gm36950,0.0,0.0,0.0
Gm36951,0.0,0.0,0.0
Gm36952,0.0,0.0,0.0
Gm36955,0.0,0.0,0.0
Gm36956,0.0,0.0,0.0
Gm36957,0.0,0.0,0.0
Gm36958,0.0,0.0,0.0
Gm36960,0.0,0.0,0.0
Gm36962,0.0,0.0,0.0
Gm36963,0.0,0.0,0.0
Gm36966,0.0,0.0,0.0
Gm36969,0.0,0.0,0.0
Gm36970,0.0,0.0,0.0
Gm36972,0.0,0.0,0.0
Gm36974,0.0,0.0,0.0
Gm36975,0.0,0.0,0.0
Gm36976,0.0,0.0,0.0
Gm36981,0.0,0.0,0.0
Gm36982,0.0,0.0,0.0
Gm36986,0.0,0.0,0.0
Gm36987,0.0,0.0,0.0
Gm36988,0.0,0.0,0.0
Gm36989,0.0,0.0,0.0
Gm36990,0.0,0.0,0.0
Gm36991,0.0,0.0,0.0
Gm36992,0.0,0.0,0.0
Gm36993,0.0,0.0,0.0
Gm36994,0.0,0.0,0.0
Gm36995,0.0,0.0,0.0
Gm36997,0.0,0.0,0.0
Gm37002,0.0,0.0,0.0
Gm37003,0.0,0.0,0.0
Gm37004,0.0,0.0,0.0
Gm37005,0.0,0.0,0.0
Gm37006,0.0,0.0,0.0
Gm37008,0.0,0.0,0.0
Gm3701,0.0,0.0,0.0
Gm37010,0.0,0.0,0.0
Gm37011,0.0,0.0,0.0
Gm37012,0.0,0.0,0.0
Gm37014,0.0,0.0,0.0
Gm37015,0.0,0.0,0.0
Gm37017,0.0,0.0,0.0
Gm37018,0.0,0.0,0.0
Gm37019,0.0,0.0,0.0
Gm37020,0.0,0.0,0.0
Gm37021,0.0,0.0,0.0
Gm37022,0.0,0.0,0.0
Gm37023,0.0,0.0,0.0
Gm37024,0.0,0.0,0.0
Gm37027,0.0,0.0,0.0
Gm37031,0.0,0.0,0.0
Gm37032,0.0,0.0,0.0
Gm37033,0.0,0.0,0.0
Gm37034,0.0,0.0,0.0
Gm37035,0.0,0.0,0.0
Gm37036,0.0,0.0,0.0
Gm37038,0.0,0.0,0.0
Gm37039,0.0,0.0,0.0
Gm37040,0.0,0.0,0.0
Gm37041,0.0,0.0,0.0
Gm37042,0.0,0.0,0.0
Gm37043,0.0,0.0,0.0
Gm37045,0.0,0.0,0.0
Gm37047,0.0,0.0,0.0
Gm37048,0.0,0.0,0.0
Gm37051,0.0,0.0,0.0
Gm37052,0.0,0.0,0.0
Gm37053,0.0,0.0,0.0
Gm37054,0.0,0.0,0.0
Gm37056,0.0,0.0,0.0
Gm37057,0.0,0.0,0.0
Gm37058,0.0,0.0,0.0
Gm37060,0.0,0.0,0.0
Gm37061,0.0,0.0,0.0
Gm37062,0.0,0.0,0.0
Gm37063,0.0,0.0,0.0
Gm37064,0.0,0.0,0.0
Gm37065,0.0,0.0,0.0
Gm37066,0.0,0.0,0.0
Gm37067,0.0,0.0,0.0
Gm37068,0.0,0.0,0.0
Gm37069,0.0,0.0,0.0
Gm37072,0.0,0.0,0.0
Gm37073,0.0,0.0,0.0
Gm37074,0.0,0.0,0.0
Gm37077,0.0,0.0,0.0
Gm37078,0.0,0.0,0.0
Gm37079,0.0,0.0,0.0
Gm37080,0.0,0.0,0.0
Gm37082,0.0,0.0,0.0
Gm37083,0.0,0.0,0.0
Gm37084,0.0,0.0,0.0
Gm37086,0.0,0.0,0.0
Gm37088,0.0,0.0,0.0
Gm37090,0.0,0.0,0.0
Gm37091,0.0,0.0,0.0
Gm37092,0.0,0.0,0.0
Gm37096,0.0,0.0,0.0
Gm37099,0.0,0.0,0.0
Gm37100,0.0,0.0,0.0
Gm37101,0.0,0.0,0.0
Gm37105,0.0,0.0,0.0
Gm37106,0.0,0.0,0.0
Gm37107,0.0,0.0,0.0
Gm37109,0.0,0.0,0.0
Gm37110,0.0,0.0,0.0
Gm37111,0.0,0.0,0.0
Gm37113,0.0,0.0,0.0
Gm37114,0.0,0.0,0.0
Gm37115,0.0,0.0,0.0
Gm37118,0.0,0.0,0.0
Gm37120,0.0,0.0,0.0
Gm37121,0.0,0.0,0.0
Gm37122,0.0,0.0,0.0
Gm37123,0.0,0.0,0.0
Gm37124,0.0,0.0,0.0
Gm37125,0.0,0.0,0.0
Gm37126,0.0,0.0,0.0
Gm37127,0.0,0.0,0.0
Gm37131,0.0,0.0,0.0
Gm37132,0.0,0.0,0.0
Gm37135,0.0,0.0,0.0
Gm37136,0.0,0.0,0.0
Gm37137,0.0,0.0,0.0
Gm37138,0.0,0.0,0.0
Gm37139,0.0,0.0,0.0
Gm37140,0.0,0.0,0.0
Gm37142,0.0,0.0,0.0
Gm37143,0.0,0.0,0.0
Gm37144,0.0,0.0,0.0
Gm37145,0.0,0.0,0.0
Gm37148,0.0,0.0,0.0
Gm37149,0.0,0.0,0.0
Gm37150,0.0,0.0,0.0
Gm37151,0.0,0.0,0.0
Gm37152,0.0,0.0,0.0
Gm37153,0.0,0.0,0.0
Gm37154,0.0,0.0,0.0
Gm37158,0.0,0.0,0.0
Gm37159,0.0,0.0,0.0
Gm37160,0.0,0.0,0.0
Gm37161,0.0,0.0,0.0
Gm37163,0.0,0.0,0.0
Gm37165,0.0,0.0,0.0
Gm37166,0.0,0.0,0.0
Gm37167,0.0,0.0,0.0
Gm37168,0.0,0.0,0.0
Gm37169,0.0,0.0,0.0
Gm37170,0.0,0.0,0.0
Gm37171,0.0,0.0,0.0
Gm37174,0.0,0.0,0.0
Gm37175,0.0,0.0,0.0
Gm37176,0.0,0.0,0.0
Gm37178,0.0,0.0,0.0
Gm37179,0.0,0.0,0.0
Gm37180,0.0,0.0,0.0
Gm37181,0.0,0.0,0.0
Gm37182,0.0,0.0,0.0
Gm37183,0.0,0.0,0.0
Gm37184,0.0,0.0,0.0
Gm37186,0.0,0.0,0.0
Gm37188,0.0,0.0,0.0
Gm37192,0.0,0.0,0.0
Gm37194,0.0,0.0,0.0
Gm37195,0.0,0.0,0.0
Gm37196,0.0,0.0,0.0
Gm37198,0.0,0.0,0.0
Gm37199,0.0,0.0,0.0
Gm37200,0.0,0.0,0.0
Gm37202,0.0,0.0,0.0
Gm37204,0.0,0.0,0.0
Gm37205,0.0,0.0,0.0
Gm37206,0.0,0.0,0.0
Gm37209,0.0,0.0,0.0
Gm37210,0.0,0.0,0.0
Gm37211,0.0,0.0,0.0
Gm37212,0.0,0.0,0.0
Gm37214,0.0,0.0,0.0
Gm37215,0.0,0.0,0.0
Gm37216,0.0,0.0,0.0
Gm37217,0.0,0.0,0.0
Gm37219,0.0,0.0,0.0
Gm37220,0.0,0.0,0.0
Gm37221,0.0,0.0,0.0
Gm37223,0.0,0.0,0.0
Gm37226,0.0,0.0,0.0
Gm37229,0.0,0.0,0.0
Gm37230,0.0,0.0,0.0
Gm37233,0.0,0.0,0.0
Gm37234,0.0,0.0,0.0
Gm37238,0.0,0.0,0.0
Gm37240,0.0,0.0,0.0
Gm37242,0.0,0.0,0.0
Gm37243,0.0,0.0,0.0
Gm37244,0.0,0.0,0.0
Gm37245,0.0,0.0,0.0
Gm37247,0.0,0.0,0.0
Gm37248,0.0,0.0,0.0
Gm37249,0.0,0.0,0.0
Gm37250,0.0,0.0,0.0
Gm37253,0.0,0.0,0.0
Gm37255,0.0,0.0,0.0
Gm37256,0.0,0.0,0.0
Gm37257,0.0,0.0,0.0
Gm37258,0.0,0.0,0.0
Gm37260,0.0,0.0,0.0
Gm37262,0.0,0.0,0.0
Gm37264,0.0,0.0,0.0
Gm37265,0.0,0.0,0.0
Gm37266,0.0,0.0,0.0
Gm37267,0.0,0.0,0.0
Gm37268,0.0,0.0,0.0
Gm37269,0.0,0.0,0.0
Gm37270,0.0,0.0,0.0
Gm37271,0.0,0.0,0.0
Gm37273,0.0,0.0,0.0
Gm37274,0.0,0.0,0.0
Gm37276,0.0,0.0,0.0
Gm37277,0.0,0.0,0.0
Gm37278,0.0,0.0,0.0
Gm37279,0.0,0.0,0.0
Gm37280,0.0,0.0,0.0
Gm37283,0.0,0.0,0.0
Gm37284,0.0,0.0,0.0
Gm37285,0.0,0.0,0.0
Gm37289,0.0,0.0,0.0
Gm37291,0.0,0.0,0.0
Gm37292,0.0,0.0,0.0
Gm37296,0.0,0.0,0.0
Gm37297,0.0,0.0,0.0
Gm37298,0.0,0.0,0.0
Gm37299,0.0,0.0,0.0
Gm37302,0.0,0.0,0.0
Gm37303,0.0,0.0,0.0
Gm37304,0.0,0.0,0.0
Gm37305,0.0,0.0,0.0
Gm37306,0.0,0.0,0.0
Gm37307,0.0,0.0,0.0
Gm37309,0.0,0.0,0.0
Gm37310,0.0,0.0,0.0
Gm37311,0.0,0.0,0.0
Gm37314,0.0,0.0,0.0
Gm37315,0.0,0.0,0.0
Gm37319,0.0,0.0,0.0
Gm37320,0.0,0.0,0.0
Gm37321,0.0,0.0,0.0
Gm37323,0.0,0.0,0.0
Gm37324,0.0,0.0,0.0
Gm37326,0.0,0.0,0.0
Gm37328,0.0,0.0,0.0
Gm37329,0.0,0.0,0.0
Gm37331,0.0,0.0,0.0
Gm37332,0.0,0.0,0.0
Gm37333,0.0,0.0,0.0
Gm37334,0.0,0.0,0.0
Gm37335,0.0,0.0,0.0
Gm37336,0.0,0.0,0.0
Gm37337,0.0,0.0,0.0
Gm37338,0.0,0.0,0.0
Gm37340,0.0,0.0,0.0
Gm37342,0.0,0.0,0.0
Gm37343,0.0,0.0,0.0
Gm37345,0.0,0.0,0.0
Gm37347,0.0,0.0,0.0
Gm37349,0.0,0.0,0.0
Gm37352,0.0,0.0,0.0
Gm37353,0.0,0.0,0.0
Gm37354,0.0,0.0,0.0
Gm37355,0.0,0.0,0.0
Gm37356,0.0,0.0,0.0
Gm37357,0.0,0.0,0.0
Gm37359,0.0,0.0,0.0
Gm37362,0.0,0.0,0.0
Gm37363,0.0,0.0,0.0
Gm37364,0.0,0.0,0.0
Gm37366,0.0,0.0,0.0
Gm37367,0.0,0.0,0.0
Gm37368,0.0,0.0,0.0
Gm37370,0.0,0.0,0.0
Gm37372,0.0,0.0,0.0
Gm37373,0.0,0.0,0.0
Gm37374,0.0,0.0,0.0
Gm37375,0.0,0.0,0.0
Gm37376,0.0,0.0,0.0
Gm37379,0.0,0.0,0.0
Gm37381,0.0,0.0,0.0
Gm37382,0.0,0.0,0.0
Gm37383,0.0,0.0,0.0
Gm37384,0.0,0.0,0.0
Gm37385,0.0,0.0,0.0
Gm37386,0.0,0.0,0.0
Gm37387,0.0,0.0,0.0
Gm37390,0.0,0.0,0.0
Gm37391,0.0,0.0,0.0
Gm37393,0.0,0.0,0.0
Gm37396,0.0,0.0,0.0
Gm37397,0.0,0.0,0.0
Gm37398,0.0,0.0,0.0
Gm37399,0.0,0.0,0.0
Gm37400,0.0,0.0,0.0
Gm37401,0.0,0.0,0.0
Gm37402,0.0,0.0,0.0
Gm37403,0.0,0.0,0.0
Gm37405,0.0,0.0,0.0
Gm37407,0.0,0.0,0.0
Gm37409,0.0,0.0,0.0
Gm37410,0.0,0.0,0.0
Gm37411,0.0,0.0,0.0
Gm37412,0.0,0.0,0.0
Gm37415,0.0,0.0,0.0
Gm37416,0.0,0.0,0.0
Gm37419,0.0,0.0,0.0
Gm37420,0.0,0.0,0.0
Gm37422,0.0,0.0,0.0
Gm37423,0.0,0.0,0.0
Gm37425,0.0,0.0,0.0
Gm37426,0.0,0.0,0.0
Gm37429,0.0,0.0,0.0
Gm37432,0.0,0.0,0.0
Gm37435,0.0,0.0,0.0
Gm37436,0.0,0.0,0.0
Gm37437,0.0,0.0,0.0
Gm37438,0.0,0.0,0.0
Gm37439,0.0,0.0,0.0
Gm37443,0.0,0.0,0.0
Gm37444,0.0,0.0,0.0
Gm37446,0.0,0.0,0.0
Gm37447,0.0,0.0,0.0
Gm37452,0.0,0.0,0.0
Gm37453,0.0,0.0,0.0
Gm37455,0.0,0.0,0.0
Gm37456,0.0,0.0,0.0
Gm37457,0.0,0.0,0.0
Gm37458,0.0,0.0,0.0
Gm37459,0.0,0.0,0.0
Gm37460,0.0,0.0,0.0
Gm37461,0.0,0.0,0.0
Gm37463,0.0,0.0,0.0
Gm37464,0.0,0.0,0.0
Gm37465,0.0,0.0,0.0
Gm37466,0.0,0.0,0.0
Gm37470,0.0,0.0,0.0
Gm37471,0.0,0.0,0.0
Gm37472,0.0,0.0,0.0
Gm37474,0.0,0.0,0.0
Gm37475,0.0,0.0,0.0
Gm37477,0.0,0.0,0.0
Gm37478,0.0,0.0,0.0
Gm37479,0.0,0.0,0.0
Gm37480,0.0,0.0,0.0
Gm37482,0.0,0.0,0.0
Gm37484,0.0,0.0,0.0
Gm37485,0.0,0.0,0.0
Gm37488,0.0,0.0,0.0
Gm37490,0.0,0.0,0.0
Gm37494,0.0,0.0,0.0
Gm37496,0.0,0.0,0.0
Gm37498,0.0,0.0,0.0
Gm37499,0.0,0.0,0.0
Gm37500,0.0,0.0,0.0
Gm37502,0.0,0.0,0.0
Gm37503,0.0,0.0,0.0
Gm37504,0.0,0.0,0.0
Gm37505,0.0,0.0,0.0
Gm37506,0.0,0.0,0.0
Gm37508,0.0,0.0,0.0
Gm37509,0.0,0.0,0.0
Gm37510,0.0,0.0,0.0
Gm37514,0.0,0.0,0.0
Gm37516,0.0,0.0,0.0
Gm37517,0.0,0.0,0.0
Gm37518,0.0,0.0,0.0
Gm37519,0.0,0.0,0.0
Gm37520,0.0,0.0,0.0
Gm37521,0.0,0.0,0.0
Gm37522,0.0,0.0,0.0
Gm37524,0.0,0.0,0.0
Gm37525,0.0,0.0,0.0
Gm37526,0.0,0.0,0.0
Gm37527,0.0,0.0,0.0
Gm37529,0.0,0.0,0.0
Gm37530,0.0,0.0,0.0
Gm37531,0.0,0.0,0.0
Gm37533,0.0,0.0,0.0
Gm37534,0.0,0.0,0.0
Gm37535,0.0,0.0,0.0
