gene,TBI_mean,Sham_mean,log2FC
Gm37536,0.0,0.0,0.0
Gm37537,0.0,0.0,0.0
Gm37539,0.0,0.0,0.0
Gm37541,0.0,0.0,0.0
Gm37542,0.0,0.0,0.0
Gm37543,0.0,0.0,0.0
Gm37546,0.0,0.0,0.0
Gm37548,0.0,0.0,0.0
Gm37549,0.0,0.0,0.0
Gm37551,0.0,0.0,0.0
Gm37553,0.0,0.0,0.0
Gm37558,0.0,0.0,0.0
Gm37560,0.0,0.0,0.0
Gm37562,0.0,0.0,0.0
Gm37563,0.0,0.0,0.0
Gm37564,0.0,0.0,0.0
Gm37565,0.0,0.0,0.0
Gm37566,0.0,0.0,0.0
Gm37567,0.0,0.0,0.0
Gm37569,0.0,0.0,0.0
Gm37570,0.0,0.0,0.0
Gm37571,0.0,0.0,0.0
Gm37573,0.0,0.0,0.0
Gm37578,0.0,0.0,0.0
Gm37580,0.0,0.0,0.0
Gm37581,0.0,0.0,0.0
Gm37583,0.0,0.0,0.0
Gm37584,0.0,0.0,0.0
Gm37587,0.0,0.0,0.0
Gm37588,0.0,0.0,0.0
Gm37589,0.0,0.0,0.0
Gm37591,0.0,0.0,0.0
Gm37592,0.0,0.0,0.0
Gm37593,0.0,0.0,0.0
Gm37595,0.0,0.0,0.0
Gm37598,0.0,0.0,0.0
Gm37599,0.0,0.0,0.0
Gm37600,0.0,0.0,0.0
Gm37602,0.0,0.0,0.0
Gm37604,0.0,0.0,0.0
Gm37605,0.0,0.0,0.0
Gm37606,0.0,0.0,0.0
Gm37607,0.0,0.0,0.0
Gm37608,0.0,0.0,0.0
Gm37609,0.0,0.0,0.0
Gm37611,0.0,0.0,0.0
Gm37612,0.0,0.0,0.0
Gm37613,0.0,0.0,0.0
Gm37618,0.0,0.0,0.0
Gm37621,0.0,0.0,0.0
Gm37623,0.0,0.0,0.0
Gm37625,0.0,0.0,0.0
Gm37626,0.0,0.0,0.0
Gm37628,0.0,0.0,0.0
Gm37629,0.0,0.0,0.0
Gm37631,0.0,0.0,0.0
Gm37632,0.0,0.0,0.0
Gm37633,0.0,0.0,0.0
Gm37634,0.0,0.0,0.0
Gm37637,0.0,0.0,0.0
Gm37639,0.0,0.0,0.0
Gm37640,0.0,0.0,0.0
Gm37641,0.0,0.0,0.0
Gm37642,0.0,0.0,0.0
Gm37643,0.0,0.0,0.0
Gm37644,0.0,0.0,0.0
Gm37645,0.0,0.0,0.0
Gm37646,0.0,0.0,0.0
Gm37647,0.0,0.0,0.0
Gm37648,0.0,0.0,0.0
Gm37649,0.0,0.0,0.0
Gm37650,0.0,0.0,0.0
Gm37651,0.0,0.0,0.0
Gm37652,0.0,0.0,0.0
Gm37653,0.0,0.0,0.0
Gm37655,0.0,0.0,0.0
Gm37660,0.0,0.0,0.0
Gm37661,0.0,0.0,0.0
Gm37663,0.0,0.0,0.0
Gm37664,0.0,0.0,0.0
Gm37665,0.0,0.0,0.0
Gm37666,0.0,0.0,0.0
Gm37667,0.0,0.0,0.0
Gm37668,0.0,0.0,0.0
Gm37669,0.0,0.0,0.0
Gm37671,0.0,0.0,0.0
Gm37672,0.0,0.0,0.0
Gm37673,0.0,0.0,0.0
Gm37674,0.0,0.0,0.0
Gm37675,0.0,0.0,0.0
Gm37676,0.0,0.0,0.0
Gm37677,0.0,0.0,0.0
Gm37678,0.0,0.0,0.0
Gm37679,0.0,0.0,0.0
Gm37683,0.0,0.0,0.0
Gm37685,0.0,0.0,0.0
Gm37686,0.0,0.0,0.0
Gm37689,0.0,0.0,0.0
Gm37691,0.0,0.0,0.0
Gm37694,0.0,0.0,0.0
Gm37695,0.0,0.0,0.0
Gm37696,0.0,0.0,0.0
Gm37697,0.0,0.0,0.0
Gm37699,0.0,0.0,0.0
Gm37700,0.0,0.0,0.0
Gm37701,0.0,0.0,0.0
Gm37702,0.0,0.0,0.0
Gm37703,0.0,0.0,0.0
Gm37706,0.0,0.0,0.0
Gm37707,0.0,0.0,0.0
Gm37708,0.0,0.0,0.0
Gm37709,0.0,0.0,0.0
Gm37710,0.0,0.0,0.0
Gm37711,0.0,0.0,0.0
Gm37714,0.0,0.0,0.0
Gm37716,0.0,0.0,0.0
Gm37717,0.0,0.0,0.0
Gm37718,0.0,0.0,0.0
Gm37720,0.0,0.0,0.0
Gm37724,0.0,0.0,0.0
Gm37725,0.0,0.0,0.0
Gm37726,0.0,0.0,0.0
Gm37727,0.0,0.0,0.0
Gm37728,0.0,0.0,0.0
Gm37729,0.0,0.0,0.0
Gm37730,0.0,0.0,0.0
Gm37731,0.0,0.0,0.0
Gm37733,0.0,0.0,0.0
Gm37735,0.0,0.0,0.0
Gm37736,0.0,0.0,0.0
Gm37737,0.0,0.0,0.0
Gm37738,0.0,0.0,0.0
Gm37741,0.0,0.0,0.0
Gm37742,0.0,0.0,0.0
Gm37743,0.0,0.0,0.0
Gm37744,0.0,0.0,0.0
Gm37745,0.0,0.0,0.0
Gm37746,0.0,0.0,0.0
Gm37747,0.0,0.0,0.0
Gm37748,0.0,0.0,0.0
Gm37749,0.0,0.0,0.0
Gm37750,0.0,0.0,0.0
Gm37751,0.0,0.0,0.0
Gm37753,0.0,0.0,0.0
Gm37754,0.0,0.0,0.0
Gm37755,0.0,0.0,0.0
Gm37756,0.0,0.0,0.0
Gm37758,0.0,0.0,0.0
Gm37759,0.0,0.0,0.0
Gm37760,0.0,0.0,0.0
Gm37761,0.0,0.0,0.0
Gm37762,0.0,0.0,0.0
Gm37764,0.0,0.0,0.0
Gm37766,0.0,0.0,0.0
Gm37767,0.0,0.0,0.0
Gm37768,0.0,0.0,0.0
Gm37769,0.0,0.0,0.0
Gm37772,0.0,0.0,0.0
Gm37773,0.0,0.0,0.0
Gm37775,0.0,0.0,0.0
Gm37776,0.0,0.0,0.0
Gm37777,0.0,0.0,0.0
Gm37779,0.0,0.0,0.0
Gm37780,0.0,0.0,0.0
Gm37781,0.0,0.0,0.0
Gm37783,0.0,0.0,0.0
Gm37785,0.0,0.0,0.0
Gm37786,0.0,0.0,0.0
Gm37787,0.0,0.0,0.0
Gm37788,0.0,0.0,0.0
Gm37789,0.0,0.0,0.0
Gm37790,0.0,0.0,0.0
Gm37792,0.0,0.0,0.0
Gm37795,0.0,0.0,0.0
Gm37796,0.0,0.0,0.0
Gm37799,0.0,0.0,0.0
Gm37800,0.0,0.0,0.0
Gm37802,0.0,0.0,0.0
Gm37804,0.0,0.0,0.0
Gm37805,0.0,0.0,0.0
Gm37806,0.0,0.0,0.0
Gm37809,0.0,0.0,0.0
Gm37811,0.0,0.0,0.0
Gm37812,0.0,0.0,0.0
Gm37813,0.0,0.0,0.0
Gm37814,0.0,0.0,0.0
Gm37815,0.0,0.0,0.0
Gm37818,0.0,0.0,0.0
Gm37820,0.0,0.0,0.0
Gm37821,0.0,0.0,0.0
Gm37822,0.0,0.0,0.0
Gm37824,0.0,0.0,0.0
Gm37827,0.0,0.0,0.0
Gm37829,0.0,0.0,0.0
Gm37830,0.0,0.0,0.0
Gm37831,0.0,0.0,0.0
Gm37833,0.0,0.0,0.0
Gm37834,0.0,0.0,0.0
Gm37837,0.0,0.0,0.0
Gm37839,0.0,0.0,0.0
Gm37842,0.0,0.0,0.0
Gm37843,0.0,0.0,0.0
Gm37844,0.0,0.0,0.0
Gm37846,0.0,0.0,0.0
Gm37847,0.0,0.0,0.0
Gm37848,0.0,0.0,0.0
Gm37849,0.0,0.0,0.0
Gm37850,0.0,0.0,0.0
Gm37851,0.0,0.0,0.0
Gm37852,0.0,0.0,0.0
Gm37854,0.0,0.0,0.0
Gm37855,0.0,0.0,0.0
Gm37856,0.0,0.0,0.0
Gm37858,0.0,0.0,0.0
Gm37859,0.0,0.0,0.0
Gm37860,0.0,0.0,0.0
Gm37861,0.0,0.0,0.0
Gm37862,0.0,0.0,0.0
Gm37863,0.0,0.0,0.0
Gm37864,0.0,0.0,0.0
Gm37866,0.0,0.0,0.0
Gm37867,0.0,0.0,0.0
Gm37868,0.0,0.0,0.0
Gm37871,0.0,0.0,0.0
Gm37872,0.0,0.0,0.0
Gm37873,0.0,0.0,0.0
Gm37874,0.0,0.0,0.0
Gm37876,0.0,0.0,0.0
Gm37877,0.0,0.0,0.0
Gm37879,0.0,0.0,0.0
Gm37880,0.0,0.0,0.0
Gm37881,0.0,0.0,0.0
Gm37883,0.0,0.0,0.0
Gm37884,0.0,0.0,0.0
Gm37885,0.0,0.0,0.0
Gm37887,0.0,0.0,0.0
Gm37888,0.0,0.0,0.0
Gm37890,0.0,0.0,0.0
Gm37891,0.0,0.0,0.0
Gm37892,0.0,0.0,0.0
Gm37893,0.0,0.0,0.0
Gm37894,0.0,0.0,0.0
Gm37895,0.0,0.0,0.0
Gm37896,0.0,0.0,0.0
Gm37897,0.0,0.0,0.0
Gm37899,0.0,0.0,0.0
Gm37900,0.0,0.0,0.0
Gm37902,0.0,0.0,0.0
Gm37903,0.0,0.0,0.0
Gm37905,0.0,0.0,0.0
Gm37906,0.0,0.0,0.0
Gm37907,0.0,0.0,0.0
Gm37908,0.0,0.0,0.0
Gm37909,0.0,0.0,0.0
Gm37911,0.0,0.0,0.0
Gm37912,0.0,0.0,0.0
Gm37913,0.0,0.0,0.0
Gm37914,0.0,0.0,0.0
Gm37915,0.0,0.0,0.0
Gm37916,0.0,0.0,0.0
Gm37917,0.0,0.0,0.0
Gm37920,0.0,0.0,0.0
Gm37923,0.0,0.0,0.0
Gm37925,0.0,0.0,0.0
Gm37926,0.0,0.0,0.0
Gm37928,0.0,0.0,0.0
Gm37929,0.0,0.0,0.0
Gm37930,0.0,0.0,0.0
Gm37931,0.0,0.0,0.0
Gm37932,0.0,0.0,0.0
Gm37933,0.0,0.0,0.0
Gm37934,0.0,0.0,0.0
Gm37935,0.0,0.0,0.0
Gm37936,0.0,0.0,0.0
Gm37938,0.0,0.0,0.0
Gm37939,0.0,0.0,0.0
Gm37940,0.0,0.0,0.0
Gm37941,0.0,0.0,0.0
Gm37942,0.0,0.0,0.0
Gm37943,0.0,0.0,0.0
Gm37945,0.0,0.0,0.0
Gm37946,0.0,0.0,0.0
Gm37947,0.0,0.0,0.0
Gm37949,0.0,0.0,0.0
Gm37950,0.0,0.0,0.0
Gm37951,0.0,0.0,0.0
Gm37953,0.0,0.0,0.0
Gm37954,0.0,0.0,0.0
Gm37955,0.0,0.0,0.0
Gm37956,0.0,0.0,0.0
Gm37957,0.0,0.0,0.0
Gm37959,0.0,0.0,0.0
Gm37960,0.0,0.0,0.0
Gm37962,0.0,0.0,0.0
Gm37963,0.0,0.0,0.0
Gm37964,0.0,0.0,0.0
Gm37965,0.0,0.0,0.0
Gm37967,0.0,0.0,0.0
Gm37968,0.0,0.0,0.0
Gm37969,0.0,0.0,0.0
Gm37970,0.0,0.0,0.0
Gm37971,0.0,0.0,0.0
Gm37973,0.0,0.0,0.0
Gm37974,0.0,0.0,0.0
Gm37975,0.0,0.0,0.0
Gm37977,0.0,0.0,0.0
Gm37978,0.0,0.0,0.0
Gm37979,0.0,0.0,0.0
Gm37980,0.0,0.0,0.0
Gm37982,0.0,0.0,0.0
Gm37983,0.0,0.0,0.0
Gm37984,0.0,0.0,0.0
Gm37985,0.0,0.0,0.0
Gm37986,0.0,0.0,0.0
Gm37987,0.0,0.0,0.0
Gm37988,0.0,0.0,0.0
Gm37989,0.0,0.0,0.0
Gm37995,0.0,0.0,0.0
Gm37999,0.0,0.0,0.0
Gm38000,0.0,0.0,0.0
Gm38001,0.0,0.0,0.0
Gm38004,0.0,0.0,0.0
Gm38005,0.0,0.0,0.0
Gm38006,0.0,0.0,0.0
Gm38009,0.0,0.0,0.0
Gm38010,0.0,0.0,0.0
Gm38011,0.0,0.0,0.0
Gm38012,0.0,0.0,0.0
Gm38014,0.0,0.0,0.0
Gm38020,0.0,0.0,0.0
Gm38021,0.0,0.0,0.0
Gm38024,0.0,0.0,0.0
Gm38025,0.0,0.0,0.0
Gm38026,0.0,0.0,0.0
Gm38029,0.0,0.0,0.0
Gm38031,0.0,0.0,0.0
Gm38032,0.0,0.0,0.0
Gm38033,0.0,0.0,0.0
Gm38034,0.0,0.0,0.0
Gm38036,0.0,0.0,0.0
Gm38037,0.0,0.0,0.0
Gm38039,0.0,0.0,0.0
Gm38042,0.0,0.0,0.0
Gm38043,0.0,0.0,0.0
Gm38046,0.0,0.0,0.0
Gm38047,0.0,0.0,0.0
Gm38048,0.0,0.0,0.0
Gm38049,0.0,0.0,0.0
Gm38055,0.0,0.0,0.0
Gm38056,0.0,0.0,0.0
Gm38057,0.0,0.0,0.0
Gm38058,0.0,0.0,0.0
Gm38059,0.0,0.0,0.0
Gm38060,0.0,0.0,0.0
Gm38062,0.0,0.0,0.0
Gm38063,0.0,0.0,0.0
Gm38064,0.0,0.0,0.0
Gm38065,0.0,0.0,0.0
Gm38066,0.0,0.0,0.0
Gm38067,0.0,0.0,0.0
Gm38069,0.0,0.0,0.0
Gm3807,0.0,0.0,0.0
Gm38070,0.0,0.0,0.0
Gm38071,0.0,0.0,0.0
Gm38073,0.0,0.0,0.0
Gm38075,0.0,0.0,0.0
Gm38077,0.0,0.0,0.0
Gm38079,0.0,0.0,0.0
Gm38081,0.0,0.0,0.0
Gm38082,0.0,0.0,0.0
Gm38083,0.0,0.0,0.0
Gm38085,0.0,0.0,0.0
Gm38089,0.0,0.0,0.0
Gm38090,0.0,0.0,0.0
Gm38091,0.0,0.0,0.0
Gm38092,0.0,0.0,0.0
Gm38095,0.0,0.0,0.0
Gm38096,0.0,0.0,0.0
Gm38097,0.0,0.0,0.0
Gm38099,0.0,0.0,0.0
Gm38100,0.0,0.0,0.0
Gm38101,0.0,0.0,0.0
Gm38102,0.0,0.0,0.0
Gm38103,0.0,0.0,0.0
Gm38104,0.0,0.0,0.0
Gm38105,0.0,0.0,0.0
Gm38106,0.0,0.0,0.0
Gm38109,0.0,0.0,0.0
Gm38110,0.0,0.0,0.0
Gm38111,0.0,0.0,0.0
Gm38112,0.0,0.0,0.0
Gm38114,0.0,0.0,0.0
Gm38115,0.0,0.0,0.0
Gm38116,0.0,0.0,0.0
Gm38117,0.0,0.0,0.0
Gm38118,0.0,0.0,0.0
Gm38120,0.0,0.0,0.0
Gm38122,0.0,0.0,0.0
Gm38123,0.0,0.0,0.0
Gm38124,0.0,0.0,0.0
Gm38125,0.0,0.0,0.0
Gm38126,0.0,0.0,0.0
Gm38128,0.0,0.0,0.0
Gm38129,0.0,0.0,0.0
Gm38130,0.0,0.0,0.0
Gm38132,0.0,0.0,0.0
Gm38134,0.0,0.0,0.0
Gm38137,0.0,0.0,0.0
Gm38139,0.0,0.0,0.0
Gm38140,0.0,0.0,0.0
Gm38142,0.0,0.0,0.0
Gm38143,0.0,0.0,0.0
Gm38144,0.0,0.0,0.0
Gm38146,0.0,0.0,0.0
Gm38147,0.0,0.0,0.0
Gm38148,0.0,0.0,0.0
Gm38150,0.0,0.0,0.0
Gm38152,0.0,0.0,0.0
Gm38155,0.0,0.0,0.0
Gm38156,0.0,0.0,0.0
Gm38157,0.0,0.0,0.0
Gm38160,0.0,0.0,0.0
Gm38162,0.0,0.0,0.0
Gm38163,0.0,0.0,0.0
Gm38165,0.0,0.0,0.0
Gm38166,0.0,0.0,0.0
Gm38167,0.0,0.0,0.0
Gm38169,0.0,0.0,0.0
Gm38170,0.0,0.0,0.0
Gm38171,0.0,0.0,0.0
Gm38173,0.0,0.0,0.0
Gm38177,0.0,0.0,0.0
Gm38178,0.0,0.0,0.0
Gm38179,0.0,0.0,0.0
Gm38186,0.0,0.0,0.0
Gm38187,0.0,0.0,0.0
Gm38188,0.0,0.0,0.0
Gm38189,0.0,0.0,0.0
Gm38190,0.0,0.0,0.0
Gm38192,0.0,0.0,0.0
Gm38193,0.0,0.0,0.0
Gm38194,0.0,0.0,0.0
Gm38195,0.0,0.0,0.0
Gm38197,0.0,0.0,0.0
Gm38198,0.0,0.0,0.0
Gm38199,0.0,0.0,0.0
Gm38200,0.0,0.0,0.0
Gm38201,0.0,0.0,0.0
Gm38202,0.0,0.0,0.0
Gm38204,0.0,0.0,0.0
Gm38207,0.0,0.0,0.0
Gm38210,0.0,0.0,0.0
Gm38211,0.0,0.0,0.0
Gm38212,0.0,0.0,0.0
Gm38214,0.0,0.0,0.0
Gm38215,0.0,0.0,0.0
Gm38217,0.0,0.0,0.0
Gm38218,0.0,0.0,0.0
Gm38220,0.0,0.0,0.0
Gm38223,0.0,0.0,0.0
Gm38224,0.0,0.0,0.0
Gm38225,0.0,0.0,0.0
Gm38226,0.0,0.0,0.0
Gm38227,0.0,0.0,0.0
Gm38228,0.0,0.0,0.0
Gm38230,0.0,0.0,0.0
Gm38234,0.0,0.0,0.0
Gm38235,0.0,0.0,0.0
Gm38236,0.0,0.0,0.0
Gm38240,0.0,0.0,0.0
Gm38243,0.0,0.0,0.0
Gm38244,0.0,0.0,0.0
Gm38245,0.0,0.0,0.0
Gm38246,0.0,0.0,0.0
Gm38248,0.0,0.0,0.0
Gm38249,0.0,0.0,0.0
Gm38250,0.0,0.0,0.0
Gm38251,0.0,0.0,0.0
Gm38252,0.0,0.0,0.0
Gm38253,0.0,0.0,0.0
Gm38254,0.0,0.0,0.0
Gm38255,0.0,0.0,0.0
Gm38256,0.0,0.0,0.0
Gm38257,0.0,0.0,0.0
Gm38259,0.0,0.0,0.0
Gm38260,0.0,0.0,0.0
Gm38262,0.0,0.0,0.0
Gm38263,0.0,0.0,0.0
Gm38264,0.0,0.0,0.0
Gm38265,0.0,0.0,0.0
Gm38268,0.0,0.0,0.0
Gm38269,0.0,0.0,0.0
Gm38271,0.0,0.0,0.0
Gm38272,0.0,0.0,0.0
Gm38273,0.0,0.0,0.0
Gm38275,0.0,0.0,0.0
Gm38276,0.0,0.0,0.0
Gm38277,0.0,0.0,0.0
Gm38278,0.0,0.0,0.0
Gm38279,0.0,0.0,0.0
Gm38282,0.0,0.0,0.0
Gm38283,0.0,0.0,0.0
Gm38284,0.0,0.0,0.0
Gm38285,0.0,0.0,0.0
Gm38286,0.0,0.0,0.0
Gm38287,0.0,0.0,0.0
Gm38289,0.0,0.0,0.0
Gm38292,0.0,0.0,0.0
Gm38293,0.0,0.0,0.0
Gm38297,0.0,0.0,0.0
Gm38299,0.0,0.0,0.0
Gm3830,0.0,0.0,0.0
Gm38300,0.0,0.0,0.0
Gm38301,0.0,0.0,0.0
Gm38302,0.0,0.0,0.0
Gm38304,0.0,0.0,0.0
Gm38307,0.0,0.0,0.0
Gm38308,0.0,0.0,0.0
Gm38309,0.0,0.0,0.0
Gm38310,0.0,0.0,0.0
Gm38312,0.0,0.0,0.0
Gm38313,0.0,0.0,0.0
Gm38315,0.0,0.0,0.0
Gm38316,0.0,0.0,0.0
Gm38318,0.0,0.0,0.0
Gm38319,0.0,0.0,0.0
Gm38322,0.0,0.0,0.0
Gm38325,0.0,0.0,0.0
Gm38326,0.0,0.0,0.0
Gm38327,0.0,0.0,0.0
Gm38329,0.0,0.0,0.0
Gm38330,0.0,0.0,0.0
Gm38331,0.0,0.0,0.0
Gm38333,0.0,0.0,0.0
Gm38335,0.0,0.0,0.0
Gm38336,0.0,0.0,0.0
Gm38339,0.0,0.0,0.0
Gm38340,0.0,0.0,0.0
Gm38341,0.0,0.0,0.0
Gm38342,0.0,0.0,0.0
Gm38343,0.0,0.0,0.0
Gm38344,0.0,0.0,0.0
Gm38345,0.0,0.0,0.0
Gm38346,0.0,0.0,0.0
Gm38348,0.0,0.0,0.0
Gm38349,0.0,0.0,0.0
Gm38351,0.0,0.0,0.0
Gm38352,0.0,0.0,0.0
Gm38353,0.0,0.0,0.0
Gm38355,0.0,0.0,0.0
Gm38357,0.0,0.0,0.0
Gm38359,0.0,0.0,0.0
Gm38362,0.0,0.0,0.0
Gm38365,0.0,0.0,0.0
Gm38366,0.0,0.0,0.0
Gm38368,0.0,0.0,0.0
Gm38372,0.0,0.0,0.0
Gm38374,0.0,0.0,0.0
Gm38375,0.0,0.0,0.0
Gm38376,0.0,0.0,0.0
Gm38377,0.0,0.0,0.0
Gm38379,0.0,0.0,0.0
Gm38380,0.0,0.0,0.0
Gm38381,0.0,0.0,0.0
Gm38382,0.0,0.0,0.0
Gm38383,0.0,0.0,0.0
Gm38384,0.0,0.0,0.0
Gm38386,0.0,0.0,0.0
Gm38387,0.0,0.0,0.0
Gm38388,0.0,0.0,0.0
Gm38389,0.0,0.0,0.0
Gm38390,0.0,0.0,0.0
Gm38391,0.0,0.0,0.0
Gm38392,0.0,0.0,0.0
Gm38393,0.0,0.0,0.0
Gm38394,0.0,0.0,0.0
Gm38399,0.0,0.0,0.0
Gm3893,0.0,0.0,0.0
Gm3952,0.0,0.0,0.0
Gm4035,0.0,0.0,0.0
Gm4081,0.0,0.0,0.0
Gm4131,0.0,0.0,0.0
Gm4208,0.0,0.0,0.0
Gm4275,0.0,0.0,0.0
Gm4312,0.0,0.0,0.0
Gm4319,0.0,0.0,0.0
Gm4340,0.0,0.0,0.0
Gm4781,0.0,0.0,0.0
Gm4790,0.0,0.0,0.0
Gm5092,0.0,0.0,0.0
Gm5099,0.0,0.0,0.0
Gm5103,0.0,0.0,0.0
Gm5118,0.0,0.0,0.0
Gm5129,0.0,0.0,0.0
Gm5132,0.0,0.0,0.0
Gm5174,0.0,0.0,0.0
Gm5248,0.0,0.0,0.0
Gm5441,0.0,0.0,0.0
Gm5524,0.0,0.0,0.0
Gm553,0.0,0.0,0.0
Gm5833,0.0,0.0,0.0
Gm5901,0.0,0.0,0.0
Gm5965,0.0,0.0,0.0
Gm6209,0.0,0.0,0.0
Gm6482,0.0,0.0,0.0
Gm6525,0.0,0.0,0.0
Gm6657,0.0,0.0,0.0
Gm6696,0.0,0.0,0.0
Gm6899,0.0,0.0,0.0
Gm6934,0.0,0.0,0.0
Gm6976,0.0,0.0,0.0
Gm7097,0.0,0.0,0.0
Gm7145,0.0,0.0,0.0
Gm7160,0.0,0.0,0.0
Gm7265,0.0,0.0,0.0
Gm7356,0.0,0.0,0.0
Gm7467,0.0,0.0,0.0
Gm7879,0.0,0.0,0.0
Gm7967,0.0,0.0,0.0
Gm816,0.0,0.0,0.0
Gm8279,0.0,0.0,0.0
Gm8739,0.0,0.0,0.0
Gm8797,0.0,0.0,0.0
Gm8883,0.0,0.0,0.0
Gm9,0.0,0.0,0.0
Gm9312,0.0,0.0,0.0
Gm933,0.0,0.0,0.0
Gm9694,0.0,0.0,0.0
Gm9747,0.0,0.0,0.0
Gm9748,0.0,0.0,0.0
Gm9804,0.0,0.0,0.0
Gm9805,0.0,0.0,0.0
Gm9837,0.0,0.0,0.0
Gm9839,0.0,0.0,0.0
Gm9889,0.0,0.0,0.0
Gm9910,0.0,0.0,0.0
Gm9913,0.0,0.0,0.0
Gm9916,0.0,0.0,0.0
Gm9944,0.0,0.0,0.0
Grin1os,0.0,0.0,0.0
Grip1os1,0.0,0.0,0.0
Grip1os2,0.0,0.0,0.0
Grip1os3,0.0,0.0,0.0
Gssos1,0.0,0.0,0.0
Gssos2,0.0,0.0,0.0
H3f3aos,0.0,0.0,0.0
Hacd1,0.0,0.0,0.0
Hacd2,0.0,0.0,0.0
Hacd3,0.0,0.0,0.0
Hacd4,0.0,0.0,0.0
Haglr,0.0,0.0,0.0
Halr1,0.0,0.0,0.0
Hcar1,0.0,0.0,0.0
Hcar2,0.0,0.0,0.0
Heatr9,0.0,0.0,0.0
Hgh1,0.0,0.0,0.0
Hist2h2aa1,0.0,0.0,0.0
Hist2h2aa2,0.0,0.0,0.0
Hist2h3b,0.0,0.0,0.0
Hk1os,0.0,0.0,0.0
Hm629797,0.0,0.0,0.0
Hnf1aos1,0.0,0.0,0.0
Hopxos,0.0,0.0,0.0
Hotairm1,0.0,0.0,0.0
Hottip,0.0,0.0,0.0
Hoxaas2,0.0,0.0,0.0
Hoxaas3,0.0,0.0,0.0
Hoxb5os,0.0,0.0,0.0
Hoxd3os1,0.0,0.0,0.0
Hoxd4,0.0,0.0,0.0
Icam4,0.0,0.0,0.0
Ice1,0.0,0.0,0.0
Ice2,0.0,0.0,0.0
Ict1os,0.0,0.0,0.0
Ifit3b,0.0,0.0,0.0
Ifna13,0.0,0.0,0.0
Ift22,0.0,0.0,0.0
Ift88os,0.0,0.0,0.0
Igf1os,0.0,0.0,0.0
Ighd,0.0,0.0,0.0
Ighg1,0.0,0.0,0.0
Ighv1-47,0.0,0.0,0.0
Ighv10-1,0.0,0.0,0.0
Ighv3-5,0.0,0.0,0.0
Ighv5-12,0.0,0.0,0.0
Ighv7-3,0.0,0.0,0.0
Ighv8-2,0.0,0.0,0.0
Ighv8-4,0.0,0.0,0.0
Igkv14-111,0.0,0.0,0.0
Igkv20-101-2,0.0,0.0,0.0
Igkv3-9,0.0,0.0,0.0
Igkv4-69,0.0,0.0,0.0
Igkv4-80,0.0,0.0,0.0
Igkv4-90,0.0,0.0,0.0
Igkv6-14,0.0,0.0,0.0
Igkv6-25,0.0,0.0,0.0
Igkv6-29,0.0,0.0,0.0
Igkv8-18,0.0,0.0,0.0
Igkv8-19,0.0,0.0,0.0
Igkv8-34,0.0,0.0,0.0
Iglc1,0.0,0.0,0.0
Iglc3,0.0,0.0,0.0
Iglj1,0.0,0.0,0.0
Iglv2,0.0,0.0,0.0
Il1bos,0.0,0.0,0.0
Inafm1,0.0,0.0,0.0
Inafm2,0.0,0.0,0.0
Ino80dos,0.0,0.0,0.0
Irx3os,0.0,0.0,0.0
Izumo1r,0.0,0.0,0.0
Jade1,0.0,0.0,0.0
Jade2,0.0,0.0,0.0
Jade3,0.0,0.0,0.0
Jchain,0.0,0.0,0.0
Junos,0.0,0.0,0.0
K230010J24Rik,0.0,0.0,0.0
Kank4os,0.0,0.0,0.0
Kantr,0.0,0.0,0.0
Kbtbd6,0.0,0.0,0.0
Kbtbd8os,0.0,0.0,0.0
Kcnab3os,0.0,0.0,0.0
Kcnd3os,0.0,0.0,0.0
Kcnmb4os1,0.0,0.0,0.0
Kcnmb4os2,0.0,0.0,0.0
Kcnq1ot1,0.0,0.0,0.0
Kctd12,0.0,0.0,0.0
Kdf1,0.0,0.0,0.0
Kdm6bos,0.0,0.0,0.0
Kdm7a,0.0,0.0,0.0
Kif16bos,0.0,0.0,0.0
Kif1bp,0.0,0.0,0.0
Kirrel3os,0.0,0.0,0.0
Kiz,0.0,0.0,0.0
Krtap1-5,0.0,0.0,0.0
Krtap15,0.0,0.0,0.0
Krtap19-2,0.0,0.0,0.0
Krtap28-10,0.0,0.0,0.0
Krtap28-13,0.0,0.0,0.0
Krtap3-2,0.0,0.0,0.0
Krtap5-5,0.0,0.0,0.0
Krtap8-1,0.0,0.0,0.0
Lbhd1,0.0,0.0,0.0
Lce1d,0.0,0.0,0.0
Ldah,0.0,0.0,0.0
Ldhal6b,0.0,0.0,0.0
Lenep,0.0,0.0,0.0
Lhfpl3,0.0,0.0,0.0
Lhx1os,0.0,0.0,0.0
Lincenc1,0.0,0.0,0.0
Lincpint,0.0,0.0,0.0
Lmntd1,0.0,0.0,0.0
Lmntd2,0.0,0.0,0.0
Lppos,0.0,0.0,0.0
Lppr1,0.0,0.0,0.0
Lppr2,0.0,0.0,0.0
Lppr3,0.0,0.0,0.0
Lppr4,0.0,0.0,0.0
Lppr5,0.0,0.0,0.0
Lrp8os1,0.0,0.0,0.0
Lrp8os2,0.0,0.0,0.0
Lrp8os3,0.0,0.0,0.0
Lrrc14b,0.0,0.0,0.0
Lrrc74a,0.0,0.0,0.0
Lrrc74b,0.0,0.0,0.0
Lrrc75a,0.0,0.0,0.0
Lrrc75aos1,0.0,0.0,0.0
Lrrc75aos2,0.0,0.0,0.0
Lrrc75b,0.0,0.0,0.0
Lrrc8dos,0.0,0.0,0.0
